StructureID,StructureName,Longitude,Latitude
COL376,IRVING,-63.137191,45.411782
COL377,FARNHAM MILL,-63.264339,45.383114
COL378,LAKE BROOK,-63.139135,45.142231
COL379,FULTON JOHNSON,-63.207063,45.184594
COL380,HAMLIN WRIGHT,-63.288825,45.149869
COL381,MCFADDEN,-63.275437,45.156032
COL382,LECK GOODWIN,-63.255624,45.167066
COL383,SLATEY,-63.309514,45.078676
COL384,ALFRED TEAS,-63.085174,45.170844
COL385,JOHN GOURLEY,-63.015663,45.245056
COL386,WILLIAM FRASER,-62.999868,45.237606
COL387,WILLIAM BEZANSON,-63.004955,45.18273
COL389,MATHEW DICKEY,-63.285828,45.120083
COL390,EDGAR BURGESS,-63.232369,45.106224
COL391,COMMO ROAD TUNNEL,-63.346065,45.162543
COL392,SHORTT'S LAKE TUNNEL,-63.303462,45.211742
COL393,WITHROW CULVERT,-63.384772,45.173635
COL394,CHARLES CREELMAN,-62.985362,45.212375
COL395,HOLMAN,-62.942695,45.224273
COL396,ROLAND BANK,-62.952588,45.234019
COL397,CARTER LAKE BROOK,-63.550014,45.525992
COL398,SLACK LAKE BROOK,-63.547935,45.522842
COL399,TUNNEL,-63.525965,45.447111
COL400,ANGUS MCCABE,-63.104494,45.353836
COL401,STEWIACKE,-63.097799,45.35069
COL403,ALEX MACKAY,-63.221605,45.651293
COL404,IRVING BELL,-63.369219,45.638087
COL405,BENTLEY BROOK,-62.910788,45.261915
COL406,VIADUET S/B,-63.319854,45.370569
COL407,SALMON RIVER S/B,-63.320379,45.374005
COL409,Alton,-63.303102,45.189501
COL411,CONNECTOR ROAD MULTIPLATE,-63.295847,45.353908
COL412,MILLBROOK CULVERT,-63.289729,45.329015
COL413,EAST PRINCE,-63.271072,45.364046
COL414,STEWIACKE ROAD CULVERT,-63.136673,45.144387
COL415,Dick Greene Culvert,-62.910788,45.261915
COL416,Masstown connector U/P,-63.49496,45.396342
COL417,Debert River NB,-63.50063,45.399604
COL418,Debert River SB,-63.500921,45.399408
COL419,Middle Road,-63.511641,45.404974
COL420,Gray Road U/P,-63.526251,45.408366
COL421,Folly River NB,-63.529538,45.409238
COL422,Folly River SB,-63.52976,45.409007
COL423,Glenholm Connector Exit 11,-63.532252,45.409715
COL424,Peppard Brook Culvert,-63.564889,45.431089
COL425,Station road Multiplate Exit 10,-63.584214,45.438524
COL426,Great Village River NB,-63.596685,45.445021
COL427,Great Village River SB,-63.59672,45.444741
COL428,Cumberland Brook Culvert,-63.64742,45.468121
COL429,Mines Bass River U/P,-63.64968,45.471587
COL430,Moose Brook Culvert,-63.628972,45.452621
COL440,Ruth Ann Murphy,-63.646524,45.468455
COL451,Rutherford Brook,-63.097105,45.342806
COL452,Treaty Connector U/P,-63.30322,45.329024
COL453,Fred Crowe,-63.406628,45.408338
COL455,Forbes,-63.355651,45.672873
COL460,Lower Harmony Road Culvert,-63.167123,45.346869
COL461,Beaver Brook Culvert,-63.418956,45.311531
COL462,McCormack Culvert,-63.422656,45.304435
COL463,Toll Booth TCH104 EB,-63.681251,45.499481
COL464,Toll Booth TCH104 WB,-63.67877,45.498577
COL465,Debert TCH104 WB,-63.450814,45.398315
COL466,Truro TCH104 EB Exit 15,-63.330724,45.388269
COL467,Truro Exit 14 HWY102 NB & SB,-63.319801,45.370219
CUM001,AMHERST,-64.225417,45.837471
CUM002,HALF RIVER CANAL,-64.347478,45.503756
CUM003,EAST BROOK,-64.248949,45.593374
CUM004,FURLONG,-64.25086,45.593688
CUM005,HALFWAY RIVER,-64.345089,45.526226
CUM007,HANSON,-64.141716,45.703379
CUM008,HENWOOD,-64.333652,45.534739
CUM009,MOOSE RIVER,-64.17004,45.421519
CUM010,LOWER MOOSE RIVER,-64.192686,45.419341
CUM011,NAPPAN MARSH,-64.195635,45.787126
CUM012,SPRINGHILL JUNCTION 0/P 0N 2,-64.106919,45.692684
CUM013,WEST BRANCH MOOSE RIVER,-64.193971,45.41984
CUM015,COOPER,-63.554709,45.631214
CUM016,FRED SMITH,-63.561944,45.598357
CUM017,JAMES BARCLEY,-63.563701,45.605812
CUM018,TEED,-63.558623,45.678098
CUM019,OXFORD,-63.864758,45.734945
CUM020,NEW SALTSPRINGS,-64.025162,45.658748
CUM021,HENRY SMITH,-63.91272,45.873437
CUM022,PALMERSTON,-63.661286,45.848059
CUM023,PORT PHILLIP,-63.740848,45.850955
CUM024,SHINIMICAS,-63.908696,45.872008
CUM025,TIDE MILL,-63.650818,45.848951
CUM027,WALLACE HARBOUR,-63.484522,45.817943
CUM028,WALLACE RIVER,-63.516386,45.813082
CUM029,ADVOCATE HARBOUR,-64.775727,45.332969
CUM030,EAST APPLE RIVER,-64.768968,45.472864
CUM031,BEECH ORCHARD,-64.791584,45.371134
CUM032,CLARKE,-64.792003,45.420289
CUM033,CORBIN,-64.801815,45.352938
CUM035,FOWLER,-64.426609,45.418625
CUM036,INDIAN CAMP,-64.789518,45.375378
CUM037,LITTLE SOUTH BRANCH,-64.799693,45.458734
CUM038,MILL CREEK,-64.783121,45.465625
CUM039,MCCARRON,-64.451251,45.684622
CUM041,RATCHFORD,-64.551436,45.415739
CUM042,RAMSHEAD,-64.464601,45.413199
CUM044,SAWDUST,-64.79238,45.362401
CUM045,SEAL BROOK,-64.525971,45.41495
CUM046,SMITH FLAT,-64.366288,45.422407
CUM047,SPICER'S CURVE,-64.78818,45.422749
CUM048,SPICER'S MILL,-64.703899,45.368252
CUM051,ATHOL,-64.216368,45.675838
CUM053,BEAVER DAM,-64.319284,45.424892
CUM054,BLACK RIVER,-63.867012,45.736522
CUM055,BROAD BROOK,-64.389995,45.519536
CUM059,BROWN'S CROSSING,-64.223556,45.687752
CUM060,BULMER,-63.8731,45.602561
CUM061,BURNS,-63.888486,45.902808
CUM062,BURNT LAND,-63.797545,45.682537
CUM063,CANAAN,-64.281987,45.543339
CUM064,CAREY,-64.517071,45.437174
CUM065,CLIFTON,-63.88485,45.695201
CUM066,COLLINGWOOD,-63.934615,45.607795
CUM067,CONN'S MILL,-63.703808,45.762298
CUM069,CHARLES BROWN,-64.252093,45.521068
CUM070,DAN MCALONEY,-64.278096,45.541499
CUM071,DAVISON,-63.928228,45.627601
CUM072,DEEP HOLLOW,-63.556141,45.769573
CUM073,DELANEY,-64.36151,45.428603
CUM074,DOCHERTY'S,-63.659484,45.813171
CUM075,DOYLE'S MILL,-64.066049,45.945465
CUM077,EAST FANNY'S ELBOW,-63.975977,45.69692
CUM078,EDDY,-64.217175,45.839818
CUM079,LOWER EEL CREEK,-63.758924,45.849529
CUM080,EEL CREEK,-63.778594,45.849549
CUM081,ELDERKIN,-64.2387,45.717332
CUM082,WALTER EMBREE,-63.558201,45.62561
CUM083,WATSON EMBREE,-63.520344,45.632546
CUM084,EUGENE ATKINSON,-64.269245,45.577028
CUM086,FALLS,-64.551027,45.43397
CUM087,FIVE ISLANDS,-64.141885,45.581801
CUM088,FOWLER   BROOK,-64.756642,45.432984
CUM090,GEORGE RUSHTON,-63.66342,45.603543
CUM091,GILROY,-64.100419,45.598
CUM093,GRIFFON BROOK,-63.803022,45.67635
CUM096,HASTINGS,-64.121598,45.82769
CUM097,JAMES HENDERSON,-63.614921,45.678827
CUM098,HOWARD,-63.565388,45.751006
CUM102,JACKSON,-63.839295,45.595194
CUM104,KERR'S #1,-64.521968,45.42875
CUM105,KERR'S,-64.247117,45.587417
CUM106,KERR'S MILL,-63.567768,45.772031
CUM107,KEINER,-64.002881,45.694646
CUM111,LITTLE RIVER   # 1,-63.722122,45.609343
CUM112,OXFORD LITTLE RIVER #1,-63.862921,45.738927
CUM113,LITTLE RIVER #2,-63.907006,45.77108
CUM114,LIGHTBODY,-63.559478,45.715692
CUM115,LOCKHART,-63.761298,45.720453
CUM116,LITTLE FORKS,-64.171492,45.695895
CUM117,MACCAN,-64.260373,45.724752
CUM118,MALAGASH STA,-63.412576,45.759355
CUM119,HALFWAY RIVER FLAT,-64.348585,45.49947
CUM121,MILL,-64.766433,45.327254
CUM123,MOUNTAIN ROAD,-63.896144,45.670712
CUM124,MUD CREEK,-63.885638,45.928718
CUM126,MYERS,-63.556123,45.663225
CUM127,MCLELLAN'S BROOK,-64.117274,45.886621
CUM130,LOWER NAPPAN ABOITEAU,-64.243132,45.772586
CUM131,NAPPAN RIVER,-64.166218,45.809397
CUM133,Larry Brander Bridge,-63.869307,45.934288
CUM137,POLLY'S,-63.908156,45.657134
CUM138,PUGSLEY'S MILL,-64.371854,45.635658
CUM140,THOMAS PURDY,-63.817081,45.596893
CUM141,REID'S BROOK,-64.80543,45.346706
CUM142,RALPHS,-63.850878,45.598197
CUM143,RIVER HEBERT,-64.373461,45.690381
CUM144,ROARING RIVER,-63.662524,45.602231
CUM145,ROSCOE,-64.290637,45.545388
CUM147,ROBINSON,-64.463173,45.421832
CUM150,SEAMAN LOWE,-64.194012,45.791979
CUM152,FRANK SKIDMORE,-64.257717,45.527627
CUM154,TR SMITH,-63.909704,45.867198
CUM155,SPICERS COVE,-64.891916,45.43314
CUM156,SOUTH BROOK,-64.164887,45.585688
CUM157,SOUTH BRANCH,-64.800835,45.459271
CUM158,SPENCE,-64.333122,45.449232
CUM159,STEWART'S MILL,-63.813891,45.573307
CUM160,WILLIAM SWAN,-63.503028,45.625439
CUM161,EDWARD TAYLOR,-64.392245,45.520372
CUM162,KENNETH TEED,-63.552859,45.669653
CUM163,TIDNISH,-64.04665,45.977055
CUM164,TREEN,-63.66968,45.64795
CUM166,VICKERY,-64.467493,45.425685
CUM167,WEST BROOK,-64.295428,45.552532
CUM169,BARREN BROOK,-64.740141,45.418082
CUM171,RUSH,-64.755996,45.325404
CUM175,GUILDERSON,-64.488801,45.434787
CUM177,HENRY JEFFERS,-64.333931,45.471665
CUM178,CHARLES DAVISON,-64.333365,45.506269
CUM181,SWAN CREEK,-64.256386,45.38901
CUM183,WHEATON,-64.110115,45.416561
CUM186,PORTER'S BROOK,-64.383261,45.650794
CUM187,ATKINSON BROOK,-64.368056,45.629416
CUM188,HARRISON,-64.263684,45.716573
CUM190,BROWN'S BROOK,-64.26486,45.525036
CUM191,COULTER,-63.462323,45.778736
CUM192,MCINTOSH,-63.46701,45.750822
CUM193,VALLEY ROAD CULVERT,-63.592033,45.619972
CUM194,PALMER,-63.625474,45.664935
CUM196,ROUTE 321 U/P,-63.880339,45.722538
CUM197,RIVER PHILLIP,-63.868829,45.721894
CUM199,GORDON CREEK,-63.747021,45.825425
CUM200,PLASTER CREEK,-63.771865,45.779627
CUM201,GRADY BROOK,-63.777533,45.769842
CUM202,GEORGE O SMITH,-63.914041,45.870216
CUM203,JOHN R CHAPPELL,-64.054699,45.956307
CUM204,NAPPAN RD U/P ON 104,-64.170541,45.798353
CUM205,GOULD ABOITEAU,-64.191955,45.785531
CUM206,FENWICK RD U/P ON 104,-64.124414,45.762714
CUM207,CNR O/P ON A404,-64.261461,45.846756
CUM210,OVERLAND,-64.239028,45.84025
CUM211,LAPLANCHE RIVER BRIDGE (WB),-64.238175,45.832731
CUM213,VICTORIA RD U/P ON 104,-64.235007,45.818718
CUM214,CNR/TK O/P ON 104 (EBL),-64.219525,45.806744
CUM215,SOUTH ALBION ST O/P ON 104,-64.200404,45.805996
CUM216,MACDONALD RD U/P ON 104,-64.188132,45.807193
CUM217,SPRINGHILL CONNECTOR U/P 142,-64.002433,45.692354
CUM218,CNR O/P,-64.018198,45.682716
CUM219,STILES,-64.097454,45.745013
CUM220,SIN,-64.04719,45.629585
CUM222,UPPER EAST BROOK,-64.143463,45.647525
CUM224,SOUTH BROOK,-64.179878,45.561765
CUM226,BLACK RIVER,-64.009388,45.686229
CUM227,GLENVILLE,-63.986152,45.698978
CUM228,THOMPSON RD U/P ON 104,-63.784744,45.69665
CUM229,BLACK RIVER CULV #2,-64.007445,45.691898
CUM232,MCALONEY,-64.336502,45.428113
CUM233,JUDSON YORKE,-64.489676,45.44445
CUM234,FULLERTON,-64.236478,45.427217
CUM238,DUNLOP CREEK,-64.251826,45.724874
CUM239,NATHANIEL SMITH,-63.871209,45.844308
CUM242,NEWVILLE,-64.331343,45.520048
CUM243,BROWN'S CREEK,-64.274801,45.761088
CUM244,CLAIRMONT,-63.959837,45.692738
CUM245,NEWCOMBE,-64.311033,45.414161
CUM249,CHARLES CASEY,-63.803653,45.854566
CUM250,AMHERST MARSH,-64.245671,45.848482
CUM251,LAPLANCHE (EASTBOUND),-64.238438,45.832798
CUM252,CNR O/P ON 104 (WESTBOUND),-64.21928,45.806953
CUM253,SOUTH ALBION ST O/P (WESTBOUND,-64.200514,45.806266
CUM254,NAPPAN RIVER ON TCH 104,-64.175895,45.801413
CUM255,LITTLE FORKS,-64.065405,45.732115
CUM256,GORDON CREEK,-64.248126,45.846011
CUM257,ST. GEORGE,-64.167526,45.743993
CUM258,CHIMNEY BROOK,-64.160017,45.716432
CUM260,BERRY,-64.279083,45.419325
CUM261,MCALEESE,-64.277481,45.421245
CUM262,FALLS,-64.255988,45.427925
CUM263,TAGGART CULVERT,-64.271881,45.426616
CUM265,CANNING,-64.462426,45.422041
CUM266,SWALLOW ROAD,-63.479968,45.626735
CUM267,EMBREE BROOK,-63.830291,45.742754
CUM268,LOGAN,-64.26527,45.785302
CUM269,WEBB,-63.664321,45.618921
CUM270,MOUNTAIN,-63.772817,45.59193
CUM271,SUGARLOAF,-63.819841,45.592024
CUM272,HENRY JOBE,-63.834051,45.59096
CUM273,SAM MOORING,-63.761032,45.722091
CUM274,THOMPSON CULVERT,-64.355771,45.545658
CUM275,DAVIDSON,-63.628787,45.798207
CUM276,HALIDAY,-63.724832,45.60776
CUM277,ALBERT HIGGINS,-63.726758,45.623834
CUM278,BURNT LAND,-63.721858,45.647181
CUM279,JAMES BARCLAY #1,-63.562683,45.604867
CUM280,SUTHERLANDS,-63.704022,45.539617
CUM281,ASH BROOK,-63.664277,45.617514
CUM282,BURT STEVENS,-63.570371,45.704689
CUM283,HUGH CHISHOLM,-63.568506,45.71586
CUM284,GRANT,-63.560757,45.74266
CUM285,LAWRENCE SMITH,-63.898362,45.8602
CUM286,SHERMAN,-63.939086,45.594831
CUM287,LITTLE RIVER,-64.433929,45.717689
CUM288,FIELDS,-64.575673,45.596416
CUM289,SAND RIVER,-64.6771,45.541066
CUM290,WOODS BROOK,-64.3729,45.667451
CUM291,THOMPSON,-63.71982,45.758608
CUM292,HEBB #2,-64.249664,45.56563
CUM293,CHURCH,-64.352463,45.501334
CUM294,MEADOW,-64.339203,45.503302
CUM295,RAILROAD,-64.254782,45.577309
CUM297,BROWN'S BAY,-63.447076,45.826022
CUM298,COLBURNE,-63.713093,45.796118
CUM299,CHESTNUT,-63.713601,45.790663
CUM300,MONTROSE #1,-63.617222,45.778999
CUM301,MONTROSE #2,-63.61572,45.776573
CUM303,WALLACE BAY ABOITEAU,-63.566349,45.828885
CUM304,CANFIELD,-63.660882,45.787131
CUM305,MELVIN LANGILLE,-63.271949,45.788311
CUM306,FOX HARBOUR,-63.487962,45.853397
CUM307,DAVID CREEK,-63.469753,45.85619
CUM308,KENNEDY,-63.449418,45.836287
CUM309,ROBERT SWAN,-63.566117,45.606085
CUM310,IRVING PATRIQUIN,-63.655668,45.653373
CUM311,SNAKE,-64.808125,45.346746
CUM312,MCCOLOUGH CREEK,-64.826756,45.465579
CUM313,ATKINSON,-64.783983,45.453088
CUM314,DYKE BOG,-64.710781,45.357116
CUM317,ABOITEAU,-64.324679,45.401233
CUM318,FRANCIS RYAN,-63.678485,45.72103
CUM319,HARRISON BROOK,-63.693029,45.75334
CUM320,FENTON,-63.948448,45.559919
CUM322,SILAS COLBURNE,-63.939676,45.590898
CUM323,CROWLEY,-63.632179,45.711374
CUM325,FOLLY LAKE,-63.549867,45.551858
CUM326,THOMAS DICKSON,-63.7919,45.804632
CUM327,HARRINGTON,-64.105354,45.417628
CUM328,KELLEY'S,-64.380262,45.639089
CUM329,LOWER GOLDEN BROOK,-63.292159,45.779949
CUM330,FARRELL,-64.329388,45.400495
CUM331,UPPER GOLDEN BROOK,-63.298007,45.779855
CUM332,MISSIGUASH,-64.263372,45.856226
CUM333,FORT LAWRENCE RD U/P ON 104,-64.255609,45.85301
CUM334,RIVER PHILIP (WESTBOUND),-63.868996,45.722171
CUM335,LEFT BRANCH,-64.074077,45.94418
CUM336,WEST ADVOCATE,-64.786752,45.339713
CUM337,OLD HALIFAX RD ACCESS BRIDGE,-63.996039,45.695775
CUM338,WESTBAY CULVERT,-64.413511,45.376469
CUM340,Hilltop Road Culvert,-63.696612,45.51118
CUM341,Portipque River Culvert,-63.710841,45.537311
CUM342,Westchester U/P,-63.710314,45.538371
CUM344,Westchester Mountain Multiplate,-63.711831,45.566008
CUM345,Wentworth Collingwood Culvert,-63.73437,45.604366
CUM346,Wentworth/Collingwood Exit 8,-63.735817,45.607405
CUM347,Beaver Tail Multiplate,-63.743485,45.656825
CUM348,Tillitis Brook Culvert,-63.743386,45.657407
CUM349,CN Structure WB,-63.742985,45.658781
CUM350,CN Structure EB,-63.743363,45.658838
CUM351,Critter Pass Multiplate,-63.743268,45.65961
CUM352,Burntland Trail Multiplate,-63.764666,45.683029
CUM353,Burntland Brook Culvert,-63.764869,45.683389
CUM354,Thompson Interchange U/P,-63.776199,45.694346
CUM355,Access Panel,-63.712138,45.53653
CUM356,O'Rooke Brook Culvert,-64.358552,45.715853
CUM357,HW2 Aulac NB EB OHS,-64.275835,45.867024
CUM358,HW2 NS NB Boarder EB OHS,-64.26969,45.859814
CUM359,Fort Lawrence TCH104 EB,-64.260978,45.855187
CUM360,Oxford TCH104 EB,-63.915241,45.717067
CUM361,McCully Brook,-64.853803,45.456187
CUM362,Green Bay Culvert,-63.995455,45.991278
CUM364,Amherst Scale Inbound,-64.250483,45.85014
CUM365,Barronsfield Culvert,-64.377897,45.689116
CUM366,ROBERTS BRIDGE,-64.184345,45.418145
CUM367,North Shore Road Culvert,-63.417045,45.799304
CUM368,Greenville Station,-63.6619,45.6526
CUM369,Oxford Trail Crossing,-63.880455,45.723635
DIG001,Bingay Bridge,-65.868106,44.542513
DIG003,Grosses Coques Bridge,-66.070381,44.379872
DIG004,Joggins Bridge,-65.743343,44.600923
DIG005,Journeay Bridge,-66.007758,44.405858
DIG006,Kenney Bridge,-65.950139,44.485431
DIG007,Meteghan Bridge,-66.141748,44.219043
DIG008,Salmon River (Lower) Bridge,-66.16175,44.053667
DIG009,Weymouth Bridge,-65.996215,44.409775
DIG010,Smith's Cove Bridge,-65.714666,44.610473
DIG011,Budds,-65.809967,44.610284
DIG012,Post Brook Bridge,-65.866768,44.607157
DIG013,Tiverton Bridge,-66.212818,44.392876
DIG014,Acacia Valley Bridge,-65.755172,44.58334
DIG015,Aymar Bridge,-65.751822,44.584501
DIG017,Big Mac #1 Bridge,-66.037001,44.16029
DIG018,Blackador Bridge,-66.095265,44.21705
DIG019,Branch Bridge,-65.82806,44.44902
DIG020,Chute Bridge,-65.740926,44.595407
DIG021,Cornell Bridge,-66.128485,44.181345
DIG022,Corning Bridge,-66.078485,44.046334
DIG023,Kinney Bridge,-65.951646,44.480944
DIG024,Creek (Freeport Bridge),-66.318284,44.275005
DIG027,Gates Bridge,-65.956498,44.408562
DIG029,Guy Mill Bridge,-66.042232,44.277103
DIG030,Henriette Bridge,-66.031564,44.300569
DIG031,Holmes Seely Bridge,-65.820954,44.589142
DIG032,Leo Deveau Bridge,-66.152789,44.055
DIG033,Lombard's Bridge,-65.936485,44.237278
DIG034,Mayflower Bridge,-66.100355,44.0825
DIG035,Melanson Mill Bridge,-66.119706,44.217318
DIG036,Morganville Bridge,-65.626065,44.533634
DIG037,Moses Mill Bridge,-66.059052,44.221998
DIG038,Muckler Bridge,-65.866236,44.470363
DIG039,Mullens Bridge,-65.921623,44.306668
DIG040,Mullins Bridge,-65.639932,44.574268000000004
DIG041,McBride Bridge,-65.844369,44.436667
DIG042,Meadows Brook Bridge,-66.124348,44.193299
DIG043,Post Brook Bridge,-65.870542,44.613933
DIG045,Raymond Mill Bridge,-66.089092,44.217235
DIG046,Rices Mil Bridge,-65.63653,44.568528
DIG047,Salmon River Lakes Bridge,-66.06505,44.175898
DIG048,Salmon River (Upper) Bridge,-66.139332,44.05862
DIG050,Sissiboo Bridge,-65.64212,44.571553
DIG052,Shingle Mill Bridge,-65.906572,44.231337
DIG053,Seely Marsh Bridge,-65.849156,44.576537
DIG054,Spectacle Bridge,-66.055487,44.282869
DIG055,Sam Saulnier Bridge,-66.106256,44.215648
DIG056,Syda Lake Bridge,-65.735681,44.545314
DIG058,Welsh Bridge,-65.946906,44.469575
DIG059,Morrison Bridge,-65.927538,44.495789
DIG060,Church Bridge,-65.908087,44.510838
DIG061,Young Brook Bridge,-65.848004,44.562642
DIG062,Bud Brook Bridge,-65.796823,44.589408
DIG063,Abbot Bridge,-65.826105,44.593581
DIG065,Creek #2,-65.651445,44.588522
DIG067,Taylor Bridge,-65.894172,44.433155
DIG069,Saulnier Bridge,-65.976671,44.414204
DIG070,Joe Theriault Bridge,-66.061301,44.386971
DIG071,Little Brook Bridge,-66.120574,44.303176
DIG072,Charles Boudreau Bridge,-66.134601,44.278443
DIG073,Shoe Factory Bridge,-66.133561,44.235636
DIG075,Louis Boudreau Bridge,-66.180165,44.111974
DIG076,Mavillette Bridge,-66.184813,44.100153
DIG077,Stillwater Bridge,-66.167654,44.067033
DIG078,VanTassel Bridge,-66.217995,44.383771
DIG079,Hassett Bridge,-65.937092,44.352471
DIG080,Harding Mullens Bridge,-65.905779,44.284278
DIG081,Corphan Bridge,-65.936896,44.220379
DIG082,Bullerwell Bridge,-65.926342,44.12621
DIG083,Sissiboo River Bridge,-66.002521,44.434714
DIG084,Smith Cove Trunk #1 Bridge on 101,-65.684171,44.615501
DIG085,Salmon River #2 Bridge,-66.144963,44.061108
DIG086,Fort Point Road U/P Bridge on 101,-66.000339,44.437357
DIG087,Riverside O/P Bridge on 101,-66.006477,44.430107
DIG088,Second Division Rd U/P Bridge on 101,-66.117732,44.182266
DIG089,Trunk #1 U/P Bridge on 101,-66.032332,44.401584
DIG090,Maxwellton Road O/P Bridge on 101,-66.120827,44.191655
DIG091,Saulnerville Road U/P Bridge on 101,-66.089314,44.247648
DIG092,Little Brook Road O/P Bridge on 101,-66.080707,44.283876
DIG093,Placide Comeau Bridge,-66.105217,44.21518
DIG094,Maza Road DAR O/P Bridge on 101,-66.102178,44.223346
DIG095,Meteghan River Bridge,-66.104998,44.216366
DIG096,St. Bernard Interchange Bridge,-66.028013,44.406358
DIG097,Bonnie Road U/P Bridge on 101,-66.139082,44.161106
DIG098,Patrice Road  O/P Bridge on 101,-66.079972,44.303211
DIG099,Fournier #2 Bridge,-65.994772,44.23196
DIG102,Tucker Mill Bridge,-65.771342,44.44972
DIG103,White Rock Bridge,-65.926758,44.402167
DIG104,Morrison Mill South Bridge,-65.999393,44.346096
DIG105,Graves Bridge,-65.972949,44.350215
DIG106,Provost Lake Bridge,-65.847493,44.360448
DIG107,Stoney Brook Bridge,-65.998321,44.324568
DIG108,Loon Lake Bridge,-65.986246,44.311279
DIG109,Porcupine Bridge,-65.980461,44.30165
DIG111,Half Penny Brook #2 Bridge,-65.850364,44.29769
DIG112,Half Penny Brook #1 Bridge,-65.831274,44.32049
DIG113,Firmain Lake Bridge,-65.928478,44.26084
DIG114,Payson Meadows Bridge,-65.888086,44.252667
DIG115,Lake Lemarchant Bridge,-65.569259,44.498558
DIG116,Bulls Bridge,-66.047966,44.373024
DIG117,Doucette Bridge,-66.059903,44.37402
DIG118,Wallace Dugas Bridge,-66.073357,44.373088
DIG119,Sam Comeau Bridge,-66.081737,44.364691
DIG121,Isadore Bridge,-66.085355,44.34157
DIG122,Belliveau #1Bridge,-66.090499,44.335155
DIG123,Dick Theriault North Bridge,-66.026568,44.352324
DIG125,Grand Lake Bridge,-66.032197,44.345661
DIG126,Morrison Mill North Bridge,-66.003084,44.345516
DIG127,Margo Bridge,-66.017252,44.326689
DIG129,Deremie Comeau Bridge,-66.082295,44.28459
DIG130,Fournier Bridge,-66.096244,44.277641
DIG132,Boudreau's Mill Bridge,-66.072147,44.284169
DIG133,Stoney Brook #2 Bridge,-66.018064,44.297896
DIG134,Campsite Brook Bridge,-66.00786,44.294697
DIG135,Twin Bill #1 Bridge,-66.037054,44.265236
DIG136,Twin Bill #2 Bridge,-66.037368,44.265208
DIG137,Mark Thibodeau Bridge,-66.004532,44.264752
DIG138,C. F. Comeau Bridge,-66.042853,44.245069
DIG139,Ben Comeau Bridge,-66.13153,44.211636
DIG141,Pierre Brook Bridge,-66.125619,44.177181
DIG142,Guillot Bridge,-66.159098,44.167366
DIG143,Joppa Bridge,-66.12345,44.167077
DIG144,Heron Lake #2 Bridge,-66.099672,44.172837
DIG146,Big Mack #2 Bridge,-66.029436,44.158357
DIG148,Deveau Bridge,-66.186124,44.123427
DIG149,Mardigras Road Multiplate Bridge,-66.150458,44.13166
DIG150,Gaspereau Lake Bridge,-66.115375,44.12583
DIG151,Mardigras Bridge,-66.064986,44.128259
DIG152,Cape St. Mary's Bridge,-66.19074,44.096429
DIG155,Black Brook Bridge,-66.073456,44.093692
DIG156,Robichaud Bridge,-66.043621,44.102646
DIG157,Davis Cove Road Multiplate Bridge,-66.151756,44.074316
DIG158,Church Bridge,-66.170185,44.06216
DIG159,Service Road Multiplate #1 Bridge,-66.145244,44.061598
DIG161,Dargie Cove Multiplate Bridge,-66.142307,44.040115
DIG162,Corning #2 Bridge,-66.095339,44.051009
DIG163,Post Brook (OLD) Bridge,-65.866903,44.607335
DIG164,Micmac Bridge,-65.818006,44.668729
DIG165,Daly Bridge,-65.788961,44.641446
DIG166,Marshalltown Bridge,-65.785087,44.591959
DIG168,Dunn Bridge,-65.72685,44.582622
DIG169,Alcorn Bridge,-65.723884,44.531488
DIG170,Meadow Bridge,-65.723689,44.531332
DIG171,Cherry Brook Bridge,-65.643404,44.571369
DIG172,Mullen Bridge,-65.636938,44.566509
DIG173,Purdy Bridge,-65.637575,44.566119
DIG174,Barnes #1 Bridge,-65.663977,44.536976
DIG176,Cape St. Mary's #2 Bridge,-66.194495,44.090897
DIG177,Sigogne Bridge,-66.057146,44.121659
DIG178,Eel Lake Bridge,-66.053351,44.225665
DIG179,Service Road Multiplate #3 Bridge,-66.012741,44.423246
DIG180,Joppa Road Multiplate Bridge,-66.126861,44.168637
DIG181,Pierre's Brook #2 Bridge,-66.123654,44.170731
DIG182,d'Entremont  Road Multiplate Bridge,-66.10964,44.204918
DIG183,Duffy Road Multiplate Bridge,-66.09244,44.237562
DIG184,P. F. Comeau Multiplate Bridge,-66.08269,44.271126
DIG185,Spectacle Lake Multiplate #1,-66.080519,44.28508
DIG186,Spectacle Lake Multiplate #2,-66.081399,44.285067
DIG187,Spectacle Lake Multiplate #3,-66.079941,44.285127
DIG188,Isadore Thibeau Multiplate Bridge,-66.06827,44.324107
DIG189,Grosses Coques Multiplate Bridge,-66.059839,44.338263
DIG190,Major Road Multiplate Bridge,-66.045404,44.35916
DIG191,C.P.R.R.  Crossing Multiplate Bridge,-66.043526,44.363961
DIG192,Dick Theriault Multiplate Bridge,-66.049321,44.374437
DIG193,Issac Lake Brook Multiplate Bridge,-66.045277,44.382915
DIG194,Service Road Multiplate #2 Bridge,-66.044751,44.383972
DIG195,Felix Mill #2 Bridge,-66.140611,44.091407
DIG196,Digby Overpass Bridge,-65.771212,44.597159
DIG198,Stillwater #2 Bridge,-66.157256,44.088432
DIG199,Belliveau River Bridge,-66.049364,44.374205
DIG200,Belliveau River #2 Bridge,-66.04995,44.374811
DIG201,Lac De Gruau Brook Bridge,-66.158507,44.167726
DIG203,Denton Bridge,-66.134627,44.444919
DIG205,Niger Bridge,-66.079019,44.335097
