StructureID,StructureName,Longitude,Latitude
HFX190,"HAMMONDS PLAINS ROAD, Highway 102 O/P",-63.689962,44.723355
HFX191,"KEARNEY LAKE ROAD, Highway 102 O/P",-63.677497,44.684958
HFX193,ECUM SECUM,-62.166373,44.977333
HFX194,"BENNERY BROOK Bridge, Highway 102 Southbound",-63.537985,44.920954
HFX195,"BENNERY BROOK Bridge, Highway 102 Northbound",-63.537622,44.921046
HFX196,HALIFAX INTERNATIONAL AIRPORT 102 U/P,-63.531983,44.877839
HFX197,"PORTO BELLO, Highway 118 O/P SB",-63.560601,44.74341
HFX198,"PORTO BELLO, Highway 118 O/P NB",-63.560262,44.743199
HFX199,"LAKE MICMAC, Highway 111",-63.550784,44.684141
HFX200,"MILLER LAKE CAUSEWAY, Highway 102 NB",-63.600393,44.808393
HFX201,"MILLER LAKE, Highway 102 U/P",-63.601886,44.806843
HFX202,"ROBINSON BROOK, Route 207",-63.425853,44.686321
HFX203,"MACCULLOCH SUB O/P, Highway 111",-63.554572,44.686317
HFX204,MAGAZINE ENTRANCE O/P (Bedford),-63.629985,44.713699
HFX205,"MILLER LAKE Interchange, Highway 118 O/P NB",-63.600036,44.80366
HFX206,"MILLER LAKE Interchange, Highway 118 O/P SB",-63.600305,44.803528
HFX207,"LAKEVIEW ROAD O/P, Highway 102 NB",-63.629396,44.772727
HFX208,"WAVERLY R/R O/P, Highway 102 NB",-63.617509,44.783735
HFX209,"LAKEVIEW R/R O/P, Highway 102 NB",-63.627937,44.773469
HFX210,"COBEQUID ROAD O/P, Highway 102 NB",-63.61764,44.783
HFX211,"LAKE THOMAS, Highway 102",-63.609252,44.804049
HFX212,"KELLY LAKE ACCESS ROAD, Highway 102",-63.605394,44.805659
HFX214,"FAIRVIEW O/P, Highway 102 @ NW ARM DR.",-63.64563,44.64575
HFX215,Highway 102 / 103 Interchange,-63.655018,44.643695
HFX216,LEWIS LAKE,-63.775024,44.820077
HFX217,BENVIE BROOK,-63.007625,45.113439
HFX218,DARTMOUTH PEDESTRIAN CROSSING,-63.542136,44.679988
HFX219,Hwy 102 O/P @ R/R & JOE HOWE DRIVE,-63.630616,44.651609
HFX220,BI HI 102 NB O/P @ BAYERS ROAD,-63.627491,44.652636
HFX221,"BAYERS ROAD R/R O/P, Hwy.102SB (inbd)",-63.624146,44.652867
HFX222A,"LUCASVILLE ROAD O/P, Hwy.101 WB (outbd)",-63.714374,44.776896
HFX222B,"LUCASVILLE ROAD O/P, Hwy.101 EB (inbd)",-63.714306,44.776716
HFX223,HWY102 NB Shubenacadie River - CNR (out),-63.540909,44.936848
HFX224,"NINE MILE RIVER, Highway 103",-63.734033,44.644111
HFX225,"LITTLE SACKVILLE RIVER, Highway 101",-63.668427,44.753475
HFX226,Hwy102 SB Shubenacadie River - CNR (in),-63.541261,44.936833
HFX227,"LITTLE INDIAN LAKE BRIDGE, Highway 103",-63.903974,44.710195
HFX228,"PUDDLE BRIDGE, Highway 103",-64.001808,44.658441
HFX229,WEST RIVER OVERFLOW,-62.54486,44.92787
HFX230,"YANKEETOWN ROAD U/P, Highway 103",-63.858991,44.701439
HFX231,"Trunk 1 U/P AT RAMP ""A"" Highway101",-63.661288,44.749467
HFX232,"LEWIS LAKE BROOK, Highway 101",-63.776768,44.817372
HFX233,"ENFIELD INTERCHANGE, Highway 102",-63.537995,44.924562
HFX234,OAKFIELD O/P,-63.58594,44.902782
HFX235,SHELDRAKE LAKE CROSS CULVERT (not on bridge list),-63.800263,44.680798
HFX236,SHORE CLUB ROAD,-64.054052,44.642477
HFX237,BEDFORD BY-PASS #2,-63.658606,44.747975
HFX238,PORTERS LAKE,-63.302964,44.726082
HFX239,"BEDFORD-BY-PASS #4, Trunk 2 & CNR O/P",-63.645092,44.738503
HFX241,BEDFORD-BY-PASS #3,-63.653737,44.747712
HFX242,BEDFORD-BY-PASS MAGAZINE HILL,-63.640902,44.724494
HFX243,"WEST PORTERS LAKE, Highway 107 U/P",-63.306572,44.725902
HFX244A,CNR & SPILLWAY NW ARM DRIVE SB,-63.6381,44.638692
HFX244B,CNR & SPILLWAY NW ARM DRIVE NB,-63.637937,44.63866
HFX245,Highway 102 O/P @ DUTCH VILLAGE ROAD,-63.624316,44.653476
HFX246,"LAKEVIEW ROAD O/P, Highway 102 SB",-63.629433,44.773058
HFX247,"COBEQUID RD O/P, Highway 102 SB",-63.618049,44.782858
HFX248,"LAKEVIEW R/R O/P, Highway 102 SB",-63.62799,44.773771
HFX249,"COBEQUID RD CNR O/P, Highway 102 SB",-63.617925,44.783554
HFX250,"BURNSIDE DRIVE, Highway 111 U/P",-63.581014,44.69262
HFX251,"MINESVILLE ROAD, Highway 107 U/P",-63.393593,44.713029
HFX253,"BEECHVILLE INTERCHANGE, Highway 103",-63.664525,44.635391
HFX254,BEDFORD-BY-PASS #1,-63.661981,44.750436
HFX255,"PETPESWICK LAKE WEST, Highway 107",-63.191692,44.761821
HFX256,"PETPESWICK LAKE EAST, Highway 107",-63.188469,44.763115
HFX257,PEDESTRIAN O/P Hwy 111 (Oakwood Ave),-63.539237,44.676844
HFX258,"AEROTECH PARK, Highway 102 U/P",-63.555923,44.854185
HFX259,"PORTO BELLO O/P @ exit 13, Highway 118",-63.562587,44.736196
HFX260,"Trunk 318 & SHUBIE CANAL O/P, Highway 107",-63.555995,44.739687
HFX262,"MONTAGUE ROAD, Highway 107 U/P",-63.539333,44.728204
HFX264,BRAEMAR DRIVE UNDERPASS,-63.548463,44.683105
HFX265,MAIN ST. WEST (Ramp B MicMac Parclo),-63.544597,44.681693
HFX266,MAIN ST. EAST (Ramp A MicMac Parclo),-63.544474,44.68138
HFX267,ROUTE 207 (Not on bridge list),-63.406873,44.682637
HFX268,run off SHEET HARBOUR LAKE (Not on bridge list),-62.602338,44.946546
HFX270,Hwy 107 @ Forest Hills Intersection (gone),-63.498989,44.693835
HFX271,LITTLE RIVER,-63.164554,44.783738
HFX272,"EAST CHEZZETCOOK ROAD, Hwy 107 U/P",-63.23561,44.742398
HFX273,"GAETZ BROOK - EAST CHANNEL, Hwy 107",-63.241794,44.740918
HFX274,"CHEZZETCOOK Salt Marsh 12+703, Hwy 107 (Not on bridge list)",-63.25581,44.739289
HFX275,"CHEZZETCOOK Salt Marsh 13+192, Hwy 107",-63.249771,44.738734
HFX276,LITTLE WEST RIVER,-62.544638,44.907711
HFX277,Hwy 102  BAYERS LAKE INTERCHANGE,-63.674223,44.658223
HFX278,"PORTERS LAKE, Highway 107 @ Exit 20",-63.287197,44.732462
HFX279,"WEST CHEZZETCOOK ROAD, Hwy 107 U/P",-63.276894,44.739164
HFX280,BEAR BROOK STREAM,-63.409375,45.033266
HFX284,LINDSAY BROOK #1,-63.100243,45.030727
HFX285,LINDSAY BROOK # 2,-63.094135,45.034178
HFX286,HIGGINSVILLE,-63.07036,45.05184
HFX287,COOKS BROOK,-63.278112,45.029492
HFX288,COOKS BROOK,-63.294241,45.025871
HFX289,DYKE ROAD,-63.279852,44.647742
HFX292,PARTRIDGE RIVER,-63.417012,44.727773
HFX294,DUCK LAKE RUN (Candy Mountain Road),-63.367515,44.691951
HFX296,FIRST LAKE RUN,-62.347108,44.928655
HFX297,DUFFERIN MINES,-62.38747,44.943594
HFX299,PYES BROOK,-62.184851,44.993423
HFX300,SMITH'S BROOK,-62.212607,44.963649
HFX301,NAUGLER'S SETTLEMENT,-62.252404,44.978276
HFX302,BARRIGAN BRIDGE,-62.215717,44.96411
HFX303,WEST LAKE RIVER,-62.538359,44.911798
HFX304,SPRY HARBOUR (Fern Hill),-62.634451,44.821919
HFX305,WESTERN BROOK,-62.579549,44.866346
HFX306,CLAM HARBOUR,-62.885891,44.736724
HFX307,KENT ISLAND,-63.071869,44.704917
HFX308,GAETZ BROOK (Pine Hill Drive),-63.208889,44.772488
HFX309,CONROD SETTLEMENT,-63.240757,44.76415
HFX310,WEST BROOK,-63.384532,44.808577
HFX311,WYSES ROAD,-63.249304,44.935005
HFX312,"DILLMAN'S RUN, Dillman Road #1",-63.25627,44.9338
HFX313,LAKE EGMONT,-63.309689,44.975739
HFX315,"LITTLE RIVER, Conrod",-63.186363,44.990484
HFX318,STEWART BROOK,-62.947824,45.13988
HFX319,EAST FRASER BROOK,-62.957648,45.080884
HFX320,FULTON BROOK,-62.819322,45.225445
HFX321,CHAPLIN MILL POND,-62.837832,45.208011
HFX322,HAMILTON LAKE RUN,-62.88334,45.200699
HFX323,SHERLOCK BROOK,-62.93439,45.123934
HFX324,HAMILTON BROOK,-62.866622,45.198345
HFX325,PUG LAKE,-62.883826,45.121839
HFX326,FRASERS BROOK,-62.978492,45.098977
HFX327,EXHIBITION GROUNDS,-63.158294,45.034128
HFX329,MCNUTT BROOK (Cooper Corner),-63.167905,45.055361
HFX330,MCNUTT BROOK#2,-63.171501,45.061222
HFX331,WALLACE BROOK (no longer exists),-63.215773,45.014873
HFX332,SOUTH BRANCH GAYS RIVER,-63.371788,45.009439
HFX333,HIGGINS BROOK,-63.068435,45.056204
HFX334,BROOKVALE,-63.105978,45.02753
HFX339,"MILLER LAKE OVERFLOW, Highway 118",-63.601762,44.807236
HFX340,"DARTMOUTH CITY LIMITS, Highway 118",-63.559738,44.723941
HFX341,"BEESWANGER UNDERPASS, Highway 118",-63.56065,44.755676
HFX342,"MILLER LAKE OVERFLOW, Highway 102 SB",-63.602803,44.807007
HFX350,CONRAD'S PIT MULTIPLATE,-63.547196,44.735393
HFX351,HWY 111 EB RAMP ONTO HWY 118,-63.563372,44.690753
HFX352,"WOODLAND AVE. O/P - WB, Highway111",-63.562684,44.692123
HFX353,"WOODLAND AVE. O/P - EB, Highway111",-63.562722,44.692002
HFX358,PROSPECT VILLAGE (Indian Pt Rd),-63.790224,44.471368
HFX360,MOSERS ISLAND,-63.917305,44.578938
HFX361,PROSPECT VILLAGE (Cove Rd),-63.786611,44.47081
HFX363,QUEENSLAND LAKE,-64.03021,44.633391
HFX365,FISH BROOK,-63.638285,44.587055
HFX367,"HIGHWAY 102 U/P @ TK#1/101, SACK",-63.656412,44.74485
HFX400,LYNNWOOD CULVERT/MULTIPLATE,-63.714805,44.558078
HFX401,MCGRATH LAKE (Brookside Road),-63.71895,44.543448
HFX402,LOVELY COVE BROOK (Brookside Road),-63.712278,44.533098
HFX403,MINESVILLE/Candy Mountian Road,-63.378394,44.691177
HFX408,"HUBBARD'S RIVER, Highway 103, Eastbound",-64.054709,44.64539
HFX409,GLENDALE/DUKE interchange structure,-63.64545,44.755607
HFX410,"Ramp E, Loop EE, Glendale/Duke Connector",-63.643337,44.754052
HFX412,BOGG'S BROOK #1,-63.19291,45.052388
HFX413,BOGG'S BROOK #2,-63.186292,45.051885
HFX414,CASSIDY BROOK,-63.227534,45.043917
HFX415,LITTLE BROOK,-63.234778,45.042039
HFX416,CORBETT ROAD,-63.29771,45.026637
HFX417,WILSON BROOK,-63.297347,45.025931
HFX418,SOUTH SECTION,-63.154223,45.014737
HFX419,BRANCH ROAD,-63.089017,45.10309
HFX420,ROUTE 336 BOX  CULVERT,-62.943111,45.143434
HFX421,HIGHWAY 118 O/P @ AKERLEY BLVD.,-63.562019,44.727817
HFX422,"KEARNEY LAKE RUN, Highway 102",-63.696457,44.709241
HFX423,ANGLICAN LOOP,-62.62093,44.847496
HFX424,ROBINSON BROOK,-63.247594,44.902193
HFX425,HALLS ROAD - ENFIELD,-63.544636,44.936592
HFX426,"OTTER LAKE U/P, Highway 103",-63.715277,44.63419
HFX427,BIG POND BROOK,-63.421013,45.03553
HFX428,BUNKER HILL,-62.605853,44.843694
HFX429,CONRAD BROOK,-62.645416,44.809601
HFX430,DRY BROOK,-63.100333,45.072241
HFX431,Highway 118/Wright Ave Interchange,-63.557175,44.707522
HFX432,Highway 103 Trail Structure (BLT),-63.7682,44.665051
HFX433,"Highway 103 @ Nine Mile River, eastbound",-63.736305,44.641369
HFX434,Highway 118/Wright Avenue Pedestrian O/P,-63.558219,44.707317
HFX435,"Grassy Brook, on Highway 118",-63.560486,44.701743
HFX436,Highway 111 / Mount Hope Interchange Structure,-63.533973,44.655745
HFX437,"EAST RIVER CULVERT, Highway 103",-63.855182,44.701284
HFX438,SMELT BROOK,-62.49255,44.906954
HFX439,ELM DRIVE BRIDGE,-63.143077,45.04745
HFX441,"Highway 102, Sandy Cole Brook",-63.532038,44.905665
HFX442,NEWTON BROOK,-62.88564,45.200166
HFX444,"MURPHY BRIDGE, Sarah Ingram Drive",-63.645009,44.529087
HFX450,"Trail Overpass, Hammonds Plains Road",-63.876529,44.689076
HFX461,Margeson Road Overpass - Highway 101,-63.727538,44.783059
HFX462,Highway 111 @ Burnside Drive Pedestrian O/P,-63.580828,44.692666
HFX463,"Larry Uteck Interchange Structure, Highway 102",-63.690801,44.698837
HFX466,Washmill Lake,-63.669274,44.649484
HFX468,West Ship Harbour,-62.826725,44.751311
HFX469,Ingramport Connector Road Underpass,-63.976192,44.684658
HFX483,102-5S,-63.599742,44.811318
HFX492,"111-36E, 3W",-63.573193,44.694295
HFX495,111-6W,-63.563329,44.69233
HFX499,111-11E,-63.547792,44.682618
HFX512,"PS-1E, 1W",-63.537387,44.670287
HFX551,GAYS RIVER CULVERT,-63.325805,45.030707
INV001,DUFF BRIDGE,-61.29744,45.643209
INV003,A.H. BOYD BRIDGE,-61.317935,45.813312
INV004,BLUES CULVERT,-61.189067,45.928676
INV005,DUGAL MacDONALD BRIDGE,-61.350492,45.735543
INV006,EAST MacPHAIL BRIDGE,-61.231024,45.902023
INV007,GLEN BRIDGE,-61.255775,45.877217
INV008,GLENDALE BRIDGE,-61.333074,45.802819
INV009,INDIAN MARSH BRIDGE,-61.131578,45.971933
INV011,MATHESON  #1 CULVERT,-61.077026,45.963057
INV012,MacCOLL #1 BRIDGE,-61.318074,45.814095
INV014,MacKAY BRIDGE,-61.008803,45.991892
INV015,ROUGH BROOK BRIDGE,-61.3365,45.7754
INV016,SCHOOL CULVERT,-61.355717,45.7207
INV017,VICTORIA BRIDGE,-61.322886,45.780048
INV019,BIG BROOK NORTH #1 BRIDGE,-61.033635,46.314613
INV020,BOYLES BRIDGE,-61.288131,46.196203
INV021,BROAD COVE RIVER BRIDGE,-61.291605,46.240455
INV022,CAPTAIN GILLIS BRIDGE,-61.507611,45.975688
INV023,DOUCETT CULVERT,-61.087374,46.328675
INV024,EMBREE BRIDGE,-61.364258,45.622146
INV026,GRAHAM BRIDGE,-61.491421,45.860984
INV027,PLASTER COVE,-61.395976,45.644055
INV029,KENNEDY BRIDGE,-61.303972,46.164677
INV030,LITTLE RIVER BRIDGE,-61.530042,46.005584
INV031,LITTLE WILLIE MacDONALD BRIDGE,-61.485925,45.849745
INV032,CHISHOLM BROOK (WIDENING) BRIDGE,-61.478895,45.812024
INV033,MABOU BRIDGE,-61.395275,46.069779
INV034,MILL BRIDGE,-61.422336,45.669613
INV035,MacLELLAN BRIDGE,-61.316061,46.154791
INV036,MacLEOD BRIDGE,-61.229718,46.297441
INV039,SANDY GILLIS BRIDGE,-61.478926,45.916509
INV040,SOUTHWEST MABOU BRIDGE,-61.452102,46.02473
INV041,YOUNG BRIDGE,-61.144541,46.280715
INV042,SMITH BRIDGE,-61.251706,46.260495
INV043,FARM BRIDGE,-61.022131,46.585401
INV044,GRAND ETANG BRIDGE,-61.041838,46.547015
INV045,LAPRAIRIE BRIDGE,-60.97129,46.640714
INV046,CREAMERY BRIDGE,-61.098165,46.335992
INV047,MARGAREE HARBOUR BRIDGE,-61.104986,46.43488
INV048,POINT CROSS BRIDGE,-61.020369,46.599658
INV049,WIDOW LORDS BRIDGE,-61.087464,46.408128
INV050,ADAMS BRIDGE,-61.356743,46.073899
INV051,ALLAN BRIDGE,-61.127329,46.255252
INV052,ASYLUM BRIDGE,-61.419747,46.0612
INV054,BIG BROOK #1 BRIDGE,-61.193255,45.828675
INV055,BIG INTERVALE PANEL,-60.927069,46.449695
INV057,CHISHOLMS MILL BRIDGE,-61.462052,45.814197
INV058,CHISHOLM BRIDGE,-61.240179,45.859709
INV059,CHURCH #1 TRUSS,-61.215624,45.853892
INV060,CHURCH #2 BRIDGE,-61.142688,45.984893
INV061,CRANTON BRIDGE,-60.996352,46.342672
INV063,CROSS ROAD BRIDGE,-60.921424,46.448551
INV064,CROWDIS #1 TRUSS,-61.089042,45.854286
INV065,CROWDIS (NE MARGAREE) BRIDGE,-60.9753,46.3652
INV066,DOYLES BRIDGE,-61.078056,46.328944
INV067,DOYLES DRY LAND,-61.077522,46.329504
INV068,DUNMORE BRIDGE,-61.438309,45.965487
INV069,EGYPT BRIDGE,-60.956518,46.346219
INV070,FISH HATCHERY BRIDGE,-60.968245,46.372114
INV071,MacLENNAN BROOK CULVERT,-61.276392,45.843913
INV073,FRENCH CHAPEL TRUSS,-61.078477,46.397354
INV074,FRIZZLE BRIDGE,-61.29808,46.05138
INV075,GALLANT BRIDGE,-61.072156,46.389255
INV076,GILLIS BRIDGE,-61.369185,45.999674
INV077,HINKLEY GLEN BRIDGE,-60.763792,46.84692
INV078,GLENORA FALLS BRIDGE,-61.364921,46.112895
INV079,GLENDYER MILL TRUSS,-61.34826,46.088833
INV081,INGRAHAM TRUSS,-60.956346,46.375225
INV082,ISLAND #2 BRIDGE,-61.43024,46.061933
INV083,ISLAND #1 BRIDGE,-60.996149,46.339842
INV083A,MacLEOD #2 BRIDGE,-61.001504,46.330686
INV084,JOHN MURPHY BRIDGE,-60.972669,46.31485
INV085,JOHN P MacDONALD #1 BRIDGE,-61.244863,45.857695
INV086,LAMEYS TRUSS,-61.307375,45.743069
INV087,LEVIS BRIDGE,-60.980285,46.381248
INV088,LONG JOHN BRIDGE,-61.373021,45.954316
INV089,MEAT COVE CULVERT,-60.563657,47.019715
INV091,MILL BROOK BRIDGE,-61.4664,45.8959
INV092,MIRAMICHI TRUSS,-61.314942,46.028527
INV093,MORANS TRUSS,-61.41897,45.982242
INV094,MUNROE BRIDGE,-61.110031,45.88834
INV095,MURRAY BRIDGE,-61.344619,46.065708
INV096,MacARTHUR BRIDGE,-61.283122,45.751906
INV097,MacAULAY BRIDGE,-61.042974,45.868413
INV098,MacCUISH BRIDGE,-61.225696,45.782778
INV099,MacCORMACK BRIDGE,-61.275293,46.157624
INV100,MacDONALD WHYCOCOMAGH PORT HOOD #1 BRIDGE,-61.150083,46.001193
INV101,MacDONALD WHYCOCOMAGH PORT HOOD #2 CULVERT,-61.162232,46.010294
INV102,MacDONNELL BRIDGE,-61.124156,46.235583
INV103,MacDOUGALL RIVER TRUSS,-61.149154,45.982595
INV104,RORY BRIDGE,-61.490182,45.871618
INV105,BLACK ANGUS BRIDGE,-61.146291,46.206935
INV106,MacGREGOR BRIDGE,-61.154342,45.833154
INV107,MacINTYRE BRIDGE,-61.337221,45.717133
INV109,MacINNIS (JOHN MASON) BRIDGE,-61.311048,45.810548
INV110,MacKENZIE #1 BRIDGE,-61.1417,45.932
INV111,MacKENZIE #2 BRIDGE,-61.147607,45.937554
INV112,MacLean Bridge,-61.177458,45.836274
INV113,MacLENNAN #2 BRIDGE,-61.136707,46.22317
INV115,MacLEOD (NEIL) BRIDGE,-60.925388,46.457721
INV116,MacLEOD (NORMAN) BRIDGE,-61.179426,45.983761
INV117,MacMASTER BRIDGE,-61.333394,45.72528
INV119,NORTH WEST ARM BRIDGE,-61.3258,45.680322
INV120,NELSON BRIDGE,-60.979023,46.348527
INV121,NORTHEAST MABOU BRIDGE,-61.389387,46.092694
INV122,OUTLET BRIDGE,-61.158796,46.188187
INV123,PARISH BRIDGE,-61.408986,46.084119
INV124,PLATEAU BRIDGE,-61.00577,46.602299
INV125,PLEASANT BAY BRIDGE,-60.79614,46.82474
INV127,PLATEAU (PORTREE) TRUSS,-60.96418,46.401008
INV129,MacASKILL BRIDGE,-61.286392,45.720293
INV130,ROSEBURN BRIDGE,-61.20696,45.988244
INV131,SAMS BRIDGE,-61.222119,46.05992
INV132,SCOTSVILLE BRIDGE,-61.164392,46.190245
INV133,SECOND CHAPEL BRIDGE,-61.08042,46.397409
INV134,STONE BRIDGE,-61.4565,45.9312
INV135,STONEY BROOK CULVERT,-61.332919,46.063843
INV136,TIMMONS BRIDGE,-60.766699,46.847163
INV137,TROUT BROOK BRIDGE,-61.13639,46.09884
INV138,TURNER BRIDGE,-60.91923,46.468891
INV139,WEST LAKE ANSLIE TRUSS,-61.221626,46.116324
INV140,WHITE MILLAR TRUSS,-61.317154,45.969047
INV141,WORTHS TRUSS,-61.341817,46.017266
INV142,ROUGH BROOK BRIDGE,-61.339224,45.753444
INV144,BOYDS BRIDGE,-61.320007,45.813342
INV145,AINSLIE GLEN BRIDGE,-61.140579,46.019339
INV146,SKYE GLEN BRIDGE,-61.197393,46.043176
INV147,CAMPBELL BRIDGE,-61.438223,45.855758
INV148,SETTLEMENT BRIDGE,-61.353994,45.934152
INV149,MacEACHERN #2 BRIDGE,-61.43428,45.914341
INV150,PETER CAMPBELL #1 BRIDGE,-61.343809,45.979127
INV151,SOAPSTONE BRIDGE,-61.210791,45.98777
INV152,KEWSTOKE BRIDGE,-61.240933,45.971587
INV153,MacKILLOP BRIDGE,-61.142217,45.902335
INV154,VILLAGE BRIDGE,-61.120521,45.974007
INV155,GLEN BROOK BRIDGE,-61.308384,45.866231
INV156,BEATON BRIDGE,-61.474459,45.972734
INV157,GLENDALE BROOK #1 BRIDGE,-61.33716,45.826514
INV158,ROOYAKKERS BRIDGE,-61.286585,45.753924
INV159,MacPHERSON BRIDGE,-61.341091,45.815263
INV160,CAMERONS BRIDGE,-61.201638,45.899902
INV161,MATTHEWS BRIDGE,-61.204678,45.893576
INV162,KENNIE BLUES BRIDGE,-61.104696,45.847577
INV163,JOHN P MacDONALD #2 BRIDGE,-61.245379,45.86036
INV164,MacLEOD BROOK BRIDGE,-61.32302,45.905711
INV165,UPPER CAPTAINS RIVER BRIDGE,-61.441418,45.953675
INV166,MacPHEE BRIDGE,-61.433625,45.966556
INV167,MacDOUGALL BRIDGE,-61.458068,45.925302
INV168,MacCOLL #2 BRIDGE,-61.323047,45.812141
INV169,NEIL MacDONALD BRIDGE,-61.073017,45.854942
INV170,MATHESON #2 BRIDGE,-61.207871,45.87877
INV171,ROSEDALE BRIDGE,-61.239801,45.981935
INV172,UPPER ROUGH BROOK BRIDGE,-61.3936,45.781118
INV173,POOLS MILL BRIDGE,-61.128869,45.924069
INV174,O'HANLEYS BRIDGE,-61.467842,45.858514
INV175,SOUTH SIDE ROSEBURN BRIDGE,-61.22414,45.990932
INV176,KNOX BRIDGE,-61.224254,45.980738
INV177,GILLIS COVE BRIDGE,-61.054533,45.914469
INV178,MacRITCHIE BRIDGE,-61.059828,45.936871
INV179,MAPLE BROOK BRIDGE,-61.288554,45.804218
INV180,ROSS BRIDGE,-61.157175,45.757461
INV182,WILD BROOK BRIDGE,-61.211629,45.794638
INV183,BIG BROOK #2 BRIDGE,-61.230041,45.769912
INV184,PRINGLES BRIDGE,-61.128945,45.850772
INV185,ALLAN JOHNS BRIDGE,-61.176259,45.831634
INV186,WALLMANS CULVERT,-61.141864,45.850014
INV187,MacMILLAN BRIDGE,-61.4513,45.9695
INV188,INDIAN POINT BRIDGE,-61.48312,45.905043
INV189,PETER CAMPBELL #2 BRIDGE,-60.998042,45.943365
INV190,MARSH BROOK BRIDGE,-61.334555,45.667072
INV191,MORRISONS SIDING BRIDGE,-61.248258,45.6876
INV192,RHODENA BRIDGE,-61.385072,45.747821
INV193,GENERAL LINE BRIDGE,-61.375898,45.693967
INV195,MACKDALE BRIDGE,-61.352626,45.676337
INV196,PETRIES BRIDGE,-61.251523,45.704112
INV197,MacDONALDS GULCH CULVERT,-61.261772,45.721968
INV198,DOWLING BRIDGE,-61.292182,45.690173
INV199,MacINTYRE LAKE BROOK CULVERT,-61.289165,45.645608
INV200,PT TUPPER CNR U/P 0N A504 #1,-61.351716,45.60776
INV201,PORT HAWKESBURY TK4 U/P ON 104,-61.332498,45.625003
INV207,MORRISON BRIDGE,-61.17847,45.93069
INV208,BROWNS BROOK BRIDGE,-61.372915,45.68447
INV209,MacASKILL BROOK CULVERT,-61.154063,45.940381
INV210,RIVER DENYS BRIDGE,-61.212464,45.919749
INV211,MELFORD BRIDGE,-61.26098,45.871181
INV212,GLENDALE BROOK #2 BRIDGE,-61.320952,45.811796
INV213,SALTWATER BROOK CULVERT,-61.109096,45.967355
INV214,NEW BARBERTON BRIDGE,-61.310229,45.69177
INV215,MOORES BRIDGE,-61.086445,45.898757
INV216,YANKEE LINE ROAD BRIDGE,-61.052286,45.917344
INV217,MacINNIS POINT BRIDGE,-61.053914,45.94786
INV218,395-MULLACH BROOK CULVERT,-61.14194,46.014566
INV219,ESTUARY CULVERT,-61.484817,45.896488
INV220,UPPER LAMEYS BROOK BRIDGE,-61.419343,45.74318
INV221,SHEAS BRIDGE,-61.313446,46.043343
INV222,MacEACHERN #1 BRIDGE,-61.524414,45.958677
INV223,INDIAN POINT BROOK CULVERT,-61.479374,45.909265
INV224,JOHNNIE EDDIES CULVERT,-61.313146,45.691802
INV225,RED BROOK CULVERT,-61.151973,45.736191
INV226,AUSTINS CULVERT,-61.206642,46.041113
INV227,ALLANS BROOK CULVERT,-61.416634,46.058842
INV228,MALCOLM BROOK BRIDGE,-61.450267,46.026146
INV229,SMITHS BROOK CULVERT,-61.234376,46.050313
INV230,CAMERON BROOK CULVERT,-61.43009,46.047073
INV231,MACKINNON CULVERT,-61.148377,46.009565
INV232,SEAL COVE CULVERT,-61.114924,45.878611
INV233,ARGYLE BROOK CULVERT,-61.034106,45.982469
INV234,BLUES COVE BROOK CULVERT,-61.096404,45.902653
INV235,MACKAYS POND BRIDGE,-61.502048,45.907854
INV236,CROWDIS #2 TRUSS,-61.089374,45.85477
INV237,GLEN BROOK # 2 BRIDGE,-61.275067,45.888162
INV238,EAST SKYE GLEN BRIDGE,-61.201105,46.049121
INV250,THIRD CHAPEL BRIDGE,-61.082534,46.397471
INV251,MOORES BROOK BRIDGE,-60.768567,46.845781
INV252,WILFRED CAMUS BRIDGE,-61.017657,46.614693
INV253,RUISSEAU DU LAC #1 CULVERT,-61.029287,46.562092
INV254,FLAT BROOK BRIDGE,-61.081293,46.481934
INV255,SALT BROOK BRIDGE,-61.024632,46.318021
INV256,ANDREWS BRIDGE,-60.94285,46.397302
INV257,DOUGLAS HARRIS BRIDGE,-60.926224,46.402915
INV258,DRAKE BRIDGE,-60.920658,46.407844
INV259,MacKENZIE BRIDGE,-60.91685,46.451457
INV260,KING ROSS #1 BRIDGE,-60.923024,46.448586
INV261,KING ROSS #2 BRIDGE,-60.925,46.448618
INV262,ROSS BRANCH ROAD BRIDGE,-60.9525,46.345273
INV263,BIG BROOK NORTH #2 BRIDGE,-61.050962,46.256613
INV264,JACK GILLIS BRIDGE,-61.150518,46.284197
INV265,LAPRAIRIE ROAD BRIDGE,-60.973774,46.637774
INV266,FISSET BROOK BRIDGE,-60.991955,46.608138
INV267,RUISSEAU DU LAC #2 BRIDGE,-61.03208,46.563328
INV268,MACGARRY ROAD #1 BRIDGE,-61.033524,46.539438
INV269,GRAND ETANG ROAD #1 CULVERT,-61.042242,46.529144
INV270,GRAND ETANG ROAD #2 BRIDGE,-61.040942,46.528743
INV271,BAZILE ROAD BRIDGE,-61.05948,46.523661
INV272,MACGARRY ROAD #2 BRIDGE,-61.056952,46.51075
INV273,MACGARRY ROAD #3 BRIDGE,-61.062425,46.502539
INV274,SPUR BRIDGE,-61.058296,46.502146
INV275,CHEVARIE CULVERT,-61.104512,46.32403
INV276,MARTIN CAMERON CULVERT,-61.107252,46.320521
INV278,SIMON NEILS COVE BRIDGE,-61.172961,46.368081
INV279,VICTORIA ROAD BRIDGE,-61.226547,46.295598
